"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"6262-10","USD","6262-10-0","Term. Bandeira","0","58908"
"6262-10","USD","6262-10-1","Ceasa","1","53022"
"626A-10","USD","626A-10-0","Mar Paulista","0","82384"
"626A-10","USD","626A-10-1","Cantinho Do Céu","1","82385"
"627J-10","USD","627J-10-0","Metrô São Judas","0","70417"
"627M-10","USD","627M-10-0","Term. Sto. Amaro","0","82386"
"627M-10","USD","627M-10-1","Mar Paulista","1","82387"
"6291-10","USD","6291-10-0","Term. Bandeira","0","70758"
"6291-10","USD","6291-10-1","Inocoop Campo Limpo","1","70759"
"6338-10","USD","6338-10-0","Pq. Ibirapuera","0","81706"
"6358-10","USD","6358-10-0","Term. Bandeira","0","68484"
"6358-10","USD","6358-10-1","Jd. Luso","1","68485"
"637A-10","USD","637A-10-0","Term. Pinheiros","0","58362"
"637A-10","USD","637A-10-1","Term. Jd. âNgela","1","54693"
"637A-21","U__","637A-21-0","Term. Pinheiros","0","70971"
"637A-22","U__","637A-22-0","Term. Jd. âNgela","0","68554"
"637A-25","U__","637A-25-0","Term. Pinheiros","0","65282"
"637A-26","U__","637A-26-0","Term. Pinheiros","0","58371"
"637G-10","US_","637G-10-0","Pinheiros","0","69064"
"637G-10","US_","637G-10-1","Grajaú","1","70374"
"637G-51","U__","637G-51-0","Pinheiros","0","72683"
"637G-51","U__","637G-51-1","Jd. Eliana","1","72684"
"637J-10","U__","637J-10-0","Pinheiros","0","79910"
"637J-10","U__","637J-10-1","Vl. São José","1","79911"
"637P-10","USD","637P-10-0","Term. Pinheiros","0","81228"
"637P-10","USD","637P-10-1","Term. Sto. Amaro","1","81229"
"637R-10","USD","637R-10-0","Term. Sto. Amaro","0","81268"
"637R-10","USD","637R-10-1","Jd. Aracati","1","81269"
"637V-10","USD","637V-10-0","Term. Sto. Amaro","0","81188"
"637V-10","USD","637V-10-1","Pq. América","1","81189"
"6400-10","U__","6400-10-0","Term. Bandeira","0","71003"
"6400-10","U__","6400-10-1","Term. João Dias","1","71004"
"6403-10","US_","6403-10-0","Term. Pq. D. Pedro Ii","0","68885"
"6403-10","US_","6403-10-1","Term. João Dias","1","68392"
"6412-10","USD","6412-10-0","Paulista","0","81535"
"6414-10","USD","6414-10-0","Term. Bandeira","0","72145"
"6414-10","USD","6414-10-1","Socorro","1","70761"
"6418-10","U__","6418-10-0","Brooklin Novo","0","70159"
"6422-10","U__","6422-10-0","Term. Bandeira","0","72960"
"6422-10","U__","6422-10-1","Vl. Cruzeiro","1","78752"
"6450-10","USD","6450-10-0","Term. Bandeira","0","73080"
"6450-10","USD","6450-10-1","Term. Capelinha","1","78270"
"6451-10","USD","6451-10-0","Term. Bandeira","0","70750"
"6451-10","USD","6451-10-1","Term. Capelinha","1","70751"
"6455-10","USD","6455-10-0","Lgo. São Francisco","0","80161"
"6455-10","USD","6455-10-1","Term. Capelinha","1","78486"
"6475-10","US_","6475-10-0","Term. Bandeira","0","73090"
"6475-10","US_","6475-10-1","Jd. Vaz De Lima","1","70745"
"647A-10","USD","647A-10-0","Pinheiros","0","79671"
"647A-10","USD","647A-10-1","Valo Velho","1","82112"
"647P-10","USD","647P-10-0","Term. Pinheiros","0","80907"
"647P-10","USD","647P-10-1","Cohab Adventista","1","82418"
"648P-10","USD","648P-10-0","Term. Pinheiros","0","78343"
"648P-10","USD","648P-10-1","Term. Capelinha","1","78267"
"6500-10","USD","6500-10-0","Term. Bandeira","0","81197"
"6500-10","USD","6500-10-1","Term. Sto. Amaro","1","81198"
"6505-10","USD","6505-10-0","Term. Bandeira","0","69096"
"6505-10","USD","6505-10-1","Term. Guarapiranga","1","69097"
"669A-10","USD","669A-10-0","Term. Princ. Isabel","0","81212"
"669A-10","USD","669A-10-1","Term. Sto. Amaro","1","82332"
"6726-10","USD","6726-10-0","Jd. Gaivotas   ","0","79306"
"6726-10","USD","6726-10-1","Term. Grajaú","1","78182"
"675A-10","US_","675A-10-0","Metrô São Judas","0","81485"
"675A-10","US_","675A-10-1","Pq. Sto. Antonio","1","82419"
"675G-10","USD","675G-10-0","Metrô Jabaquara","0","71804"
"675G-10","USD","675G-10-1","Pq. Res. Cocaia","1","71805"
"675G-41","U__","675G-41-0","Metrô Jabaquara","0","72309"
"675G-41","U__","675G-41-1","Jd. Castro Alves","1","72310"
"675I-10","USD","675I-10-0","Metrô São Judas","0","69090"
"675I-10","USD","675I-10-1","Term. João Dias","1","69091"
"675K-10","USD","675K-10-0","Metrô Sta. Cruz","0","80156"
"675K-10","USD","675K-10-1","Term. Jd. âNgela","1","60424"
"675K-23","U__","675K-23-0","Moema","0","80157"
"675L-10","US_","675L-10-0","Metrô Sta. Cruz","0","81252"
"675L-10","US_","675L-10-1","Term. Sto. Amaro","1","81253"
"675M-10","USD","675M-10-0","Metrô Jabaquara","0","54648"
"675M-10","USD","675M-10-1","Centro Sesc","1","70243"
"675N-10","U__","675N-10-0","Metrô Ana Rosa","0","81230"
"675N-10","U__","675N-10-1","Term. Sto. Amaro","1","81231"
"675P-10","USD","675P-10-0","Metrô Conceição","0","79968"
"675P-10","USD","675P-10-1","Shop. Sp Market","1","79969"
"675R-10","USD","675R-10-0","Metrô Jabaquara","0","64947"
"675R-10","USD","675R-10-1","Grajaú","1","64948"
"675X-10","USD","675X-10-0","Aacd-servidor","0","78375"
"677A-10","USD","677A-10-0","Itaim Bibi","0","71409"
"677A-10","USD","677A-10-1","Term. Jd. âNgela","1","68503"
"677V-10","USD","677V-10-0","Est. Grajaú","0","56676"
"677Y-10","USD","677Y-10-0","Term. Capelinha","0","82645"
"6801-10","USD","6801-10-0","Term. João Dias","0","64728"
"6801-10","USD","6801-10-1","Jd. Ibirapuera","1","64729"
"6801-51","U__","6801-51-0","Term. João Dias","0","72779"
"6801-51","U__","6801-51-1","Jd. Ibirapuera","1","72959"
"6803-10","USD","6803-10-0","Term. João Dias","0","80227"
"6803-10","USD","6803-10-1","Jd. Capelinha","1","80228"
"6804-10","USD","6804-10-0","Term. João Dias","0","62499"
"6804-10","USD","6804-10-1","Jd. Ingá","1","62500"
"6805-10","USD","6805-10-0","Term. João Dias","0","82415"
"6805-10","USD","6805-10-1","Term. Capelinha","1","82416"
"6805-31","US_","6805-31-0","Term. João Dias","0","62277"
"6805-31","US_","6805-31-1","Term. Capelinha","1","62278"
"6806-10","USD","6806-10-0","Term. João Dias","0","80113"
"6806-10","USD","6806-10-1","Jd. Novo Oriente","1","80114"
"6812-10","USD","6812-10-0","Jd. Angela","0","81694"
"6813-10","USD","6813-10-0","Term. Capelinha","0","82643"
"6813-10","USD","6813-10-1","Jd. Lídia","1","82644"
"6815-10","U__","6815-10-0","Term. Capelinha","0","82635"
"6815-10","U__","6815-10-1","Jd. Comercial","1","82636"
"6816-10","USD","6816-10-0","Term. Capelinha","0","59533"
"6816-10","USD","6816-10-1","Jd. Mitsutani","1","79352"
"6816-31","U__","6816-31-0","Term. Capelinha","0","59531"
"6816-31","U__","6816-31-1","Jd. Mitsutani","1","79353"
"6817-10","US_","6817-10-0","Term. Capelinha","0","80863"
"6817-10","US_","6817-10-1","Jd. São Bento","1","80864"
"6818-10","USD","6818-10-0","Term. Capelinha","0","82661"
"6818-10","USD","6818-10-1","Jd. Vale Das Virtudes","1","82662"
"6820-10","USD","6820-10-0","Term. Capelinha","0","81882"
"6820-10","USD","6820-10-1","Jd. Das Rosas","1","81883"
"6820-31","USD","6820-31-0","Term. Capelinha","0","82632"
"6820-31","USD","6820-31-1","Jd. Das Rosas","1","82633"
"6821-10","USD","6821-10-0","Term. Capelinha","0","81133"
"6821-10","USD","6821-10-1","Jd. Jangadeiro","1","81134"
"6823-10","USD","6823-10-0","Term. Capelinha","0","70610"
"6823-10","USD","6823-10-1","Jd. Guarujá","1","59318"
"6824-10","USD","6824-10-0","Term. Capelinha","0","59276"
"6824-10","USD","6824-10-1","Pq. Fernanda","1","59277"
"6825-10","USD","6825-10-0","Term. Capelinha","0","60941"
"6825-10","USD","6825-10-1","Valo Velho","1","69848"
"6826-10","USD","6826-10-0","Term. Capelinha","0","80396"
"6826-10","USD","6826-10-1","Jd. D. José","1","79045"
"6835-10","USD","6835-10-0","Term. Capelinha","0","60713"
"6835-10","USD","6835-10-1","Valo Velho","1","60714"
"6835-31","US_","6835-31-0","Term. Capelinha","0","60715"
"6835-31","US_","6835-31-1","Valo Velho","1","60717"
"6836-10","USD","6836-10-0","Term. João Dias","0","81014"
"6836-10","USD","6836-10-1","Capão Redondo","1","81015"
"6837-10","USD","6837-10-0","Term. Capelinha","0","82616"
"6837-10","USD","6837-10-1","Shop. Portal","1","82617"
"6840-10","USD","6840-10-0","Term. Capelinha","0","82639"
"6840-10","USD","6840-10-1","Term. Jd. Jacira","1","82640"
"6913-10","USD","6913-10-0","Term. Bandeira","0","72680"
"6913-10","USD","6913-10-1","Term. Varginha","1","72681"
"6913-21","U__","6913-21-0","Itaim Bibi","0","72682"
"695D-10","USD","695D-10-0","Metrô Jabaquara","0","70719"
"695D-10","USD","695D-10-1","Jd. Sta. Barbara","1","70738"
"695H-10","USD","695H-10-0","Term. Sto. Amaro","0","81159"
"695H-10","USD","695H-10-1","Jd. Herplin","1","81160"
"695T-10","US_","695T-10-0","Metrô Vl. Mariana","0","80163"
"695T-10","US_","695T-10-1","Term. Capelinha","1","78272"
"695V-10","US_","695V-10-0","Metrô Ana Rosa","0","80165"
"695V-10","US_","695V-10-1","Term. Capelinha","1","78274"
"695X-10","USD","695X-10-0","Metrô Jabaquara","0","62698"
"695X-10","USD","695X-10-1","Term. Varginha","1","62699"
"695X-22","U__","695X-22-1","Term. Varginha","1","78026"
"695Y-10","USD","695Y-10-0","Metrô Vl. Mariana","0","82536"
"695Y-10","USD","695Y-10-1","Term. Parelheiros","1","82537"
"695Y-21","U__","695Y-21-0","Est. Autódromo","0","80024"
"695Y-21","U__","695Y-21-1","Term. Parelheiros","1","80025"
"6960-10","USD","6960-10-0","Term. Sto. Amaro","0","63473"
"6960-10","USD","6960-10-1","Term. Varginha","1","63474"
"6960-21","U__","6960-21-1","Term. Varginha","1","81781"
"6970-10","USD","6970-10-0","Term. Sto. Amaro","0","62208"
"6970-10","USD","6970-10-1","Term. Grajaú","1","62566"
"6L01-10","USD","6L01-10-0","Term. Varginha","0","79543"
"6L01-10","USD","6L01-10-1","Marsilac","1","79544"
"6L01-22","U__","6L01-22-0","Term. Varginha","0","78027"
"6L01-23","U__","6L01-23-0","Term. Varginha","0","79438"
"6L02-10","USD","6L02-10-0","Term. Parelheiros","0","82539"
"6L02-10","USD","6L02-10-1","Jd. Eucaliptos","1","82540"
"6L03-10","USD","6L03-10-0","Term. Parelheiros","0","82541"
"6L03-10","USD","6L03-10-1","Cipó Do Meio","1","82542"
"6L04-10","USD","6L04-10-0","Term. Parelheiros","0","82544"
"6L04-10","USD","6L04-10-1","Jd. Oriental/fontes","1","82545"
"6L04-41","US_","6L04-41-0","Term. Parelheiros","0","82546"
"6L04-41","US_","6L04-41-1","Jd. Das Fontes","1","82547"
"6L04-42","US_","6L04-42-0","Term. Parelheiros","0","82548"
"6L04-42","US_","6L04-42-1","Jd. Oriental","1","82549"
"6L05-10","USD","6L05-10-0","Term. Parelheiros","0","82550"
"6L05-10","USD","6L05-10-1","Barragem","1","82551"
"6L05-21","U__","6L05-21-0","Term. Parelheiros","0","82552"
"6L07-10","US_","6L07-10-0","Term. Varginha","0","48595"
"6L07-10","US_","6L07-10-1","Jd. Sta. Fé","1","81437"
"6L08-10","USD","6L08-10-0","Hosp. Parelheiros","0","79533"
"6L10-10","USD","6L10-10-0","Pq. Florestal   ","0","81440"
"6L10-41","USD","6L10-41-0","Term. Varginha","0","79535"
"6L10-41","USD","6L10-41-1","Messiânica","1","79828"
"6L11-10","USD","6L11-10-0","Term. Grajaú","0","79308"
"6L11-10","USD","6L11-10-1","Ilha Do Bororé","1","79309"
"7001-10","USD","7001-10-0","Jd. âNgela","0","55544"
"7001-10","USD","7001-10-1","Vl. Gilda","1","79246"
"7002-10","USD","7002-10-0","Hosp. Das Clínicas","0","79437"
"7004-10","USD","7004-10-0","Est. Sto. Amaro/guido Caloi","0","81773"
"7004-10","USD","7004-10-1","Term. Jd. Jacira","1","81774"
"7005-10","US_","7005-10-0","Jd. âNgela","0","55548"
"7005-51","USD","7005-51-0","Metrô Capão Redondo ","0","55594"
"7005-51","USD","7005-51-1","Jd. Vera Cruz","1","68733"
"7006-10","USD","7006-10-0","Jd. âNgela","0","54126"
"7006-51","USD","7006-51-0","Metrô Capão Redondo","0","55563"
"7006-51","USD","7006-51-1","Jd. Horizonte Azul","1","68735"
"7009-10","USD","7009-10-0","Jd. âNgela","0","55567"
"7011-10","USD","7011-10-0","Jd. âNgela","0","55572"
"7011-31","US_","7011-31-0","Jd. âNgela","0","55586"
"7012-10","USD","7012-10-0","Term. Guarapiranga","0","55587"
"7012-10","USD","7012-10-1","Pq. Do Lago","1","68737"
"7013-10","USD","7013-10-0","Term. Vl. Sônia","0","82033"
"7013-10","USD","7013-10-1","Pq. Arariba","1","75513"
"7016-10","USD","7016-10-0","Term. Sto. Amaro","0","81279"
"7016-10","USD","7016-10-1","Jd. âNgela","1","81280"
"7016-21","U__","7016-21-0","Term. Sto. Amaro","0","81282"
"7017-10","USD","7017-10-0","Term. Guarapiranga","0","63653"
"7017-10","USD","7017-10-1","Jd. Guarujá","1","63654"
"701A-10","USD","701A-10-0","Metrô Vl. Madalena","0","80407"
"701A-10","USD","701A-10-1","Pq. Edu Chaves","1","71696"
"701H-10","USD","701H-10-0","Circular","0","72588"
"701U-10","U__","701U-10-0","Cid. Universitária","0","80408"
"701U-10","U__","701U-10-1","Metrô Santana","1","78277"
"7021-10","US_","7021-10-0","Term. João Dias","0","64734"
"7021-10","US_","7021-10-1","Jd. Maracá","1","64735"
"7022-10","USD","7022-10-0","Term. Sto. Amaro","0","81248"
"7022-10","USD","7022-10-1","Jd. Caiçara","1","81249"
"7023-10","USD","7023-10-0","Term. Sto. Amaro","0","81617"
"7023-10","USD","7023-10-1","Jd. Nakamura","1","81618"
"702C-10","USD","702C-10-0","Metrô Belém","0","63947"
"702C-10","USD","702C-10-1","Jd. Bonfiglioli","1","70862"
"702U-10","U__","702U-10-0","Term. Pq. D. Pedro Ii","0","57025"
"702U-10","U__","702U-10-1","Cid. Universitária","1","70879"
"7040-10","USD","7040-10-0","Pinheiros","0","71528"
"7040-10","USD","7040-10-1","Paraisópolis","1","81543"
"7049-10","USD","7049-10-0","Term. Campo Limpo","0","81137"
"7049-10","USD","7049-10-1","Pq. Do Lago","1","81138"
"7050-10","USD","7050-10-0","Term. Campo Limpo","0","81876"
"7050-10","USD","7050-10-1","Jd. Das Rosas","1","81877"
"7051-10","USD","7051-10-0","Term. Campo Limpo","0","58822"
"7051-10","USD","7051-10-1","Jd. Rosana","1","71359"
"7052-10","USD","7052-10-0","Term. Campo Limpo","0","58824"
"7052-10","USD","7052-10-1","Jd. Helga","1","58825"
"7053-10","USD","7053-10-0","Term. Campo Limpo","0","55568"
"7053-10","USD","7053-10-1","Jd. Macedônia","1","71358"
"7053-21","U__","7053-21-0","Term. Campo Limpo","0","55596"
"7053-21","U__","7053-21-1","Jd. Maria Sampaio","1","71357"
"7053-22","USD","7053-22-0","Term. Campo Limpo","0","55598"
"7053-22","USD","7053-22-1","Jd. Maria Sampaio","1","71356"
"7054-10","US_","7054-10-0","Term. Campo Limpo","0","63863"
"7054-10","US_","7054-10-1","Jd. Macedônia","1","63864"
"7055-10","USD","7055-10-0","Term. Campo Limpo","0","58828"
"7055-10","USD","7055-10-1","Jd. Guarujá","1","58829"
"7057-10","USD","7057-10-0","Term. Campo Limpo","0","63438"
"7057-10","USD","7057-10-1","Jd. Mitsutani","1","63439"
"7059-10","USD","7059-10-0","Term. Campo Limpo","0","78572"
"7059-10","USD","7059-10-1","Pq. Do Engenho","1","58835"
"7060-10","USD","7060-10-0","Term. Campo Limpo","0","78576"
"7060-10","USD","7060-10-1","Valo Velho","1","71455"
"7062-10","USD","7062-10-0","Term. Campo Limpo","0","71394"
"7062-10","USD","7062-10-1","Inocoop Campo Limpo","1","71903"
"7062-31","USD","7062-31-0","Term. Campo Limpo","0","72201"
"7062-31","USD","7062-31-1","Inocoop Campo Limpo","1","72202"
"7062-41","USD","7062-41-0","Horto Do Ypê","0","79930"
"7063-10","USD","7063-10-0","Term. Campo Limpo","0","58820"
"7063-10","USD","7063-10-1","Jd. Macedônia","1","71905"
"707A-10","USD","707A-10-0","Metrô Pça. Da áRvore","0","80159"
"707A-10","USD","707A-10-1","Jd. âNgela","1","79772"
"707A-23","U__","707A-23-0","Moema","0","80160"
"707K-10","USD","707K-10-0","Metrô Jabaquara","0","68269"
"707K-10","USD","707K-10-1","Term. Guarapiranga","1","68422"
"709A-10","USD","709A-10-0","Metrô Ana Rosa","0","71414"
"709A-10","USD","709A-10-1","Term. áGua Espraiada","1","70314"
"709G-10","U__","709G-10-0","Itaim Bibi","0","80225"
"709M-10","USD","709M-10-0","Term. Pinheiros","0","81216"
"709M-10","USD","709M-10-1","Term. Sto. Amaro","1","81217"
"709P-10","USD","709P-10-0","Term. Pinheiros","0","81920"
"709P-10","USD","709P-10-1","Est. Sto. Amaro/guido Caloi","1","81921"
"714C-10","US_","714C-10-0","Paulista","0","79425"
"715M-10","USD","715M-10-0","Lgo. Da Pólvora","0","55986"
"715M-10","USD","715M-10-1","Jd. Maria Luiza","1","55987"
"7181-10","U__","7181-10-0","Term. Princ. Isabel","0","60865"
"7181-10","U__","7181-10-1","Cid. Universitária","1","53981"
"719P-10","USD","719P-10-0","Term. Princ. Isabel","0","62882"
"719P-10","USD","719P-10-1","Term. Pinheiros","1","73167"
"719R-10","USD","719R-10-0","Metrô Barra Funda","0","73168"
"719R-10","USD","719R-10-1","Rio Pequeno","1","63101"
"7245-10","U__","7245-10-0","Hosp. Das Clínicas","0","81208"
"7245-10","U__","7245-10-1","Term. Sto. Amaro","1","81209"
"7267-10","USD","7267-10-0","Pça. Ramos De Azevedo","0","58487"
"7272-10","US_","7272-10-0","Pça. Ramos De Azevedo","0","78578"
"7281-10","USD","7281-10-0","Pça. Ramos De Azevedo","0","54060"
"7282-10","US_","7282-10-0","Pça. Ramos De Azevedo","0","73012"
"736G-10","USD","736G-10-0","Shop. Morumbi","0","57953"
"736G-10","USD","736G-10-1","Jd. Ingá","1","78877"
"736I-10","USD","736I-10-0","Sto. Amaro","0","62078"
"736I-10","USD","736I-10-1","Jd. Ingá","1","70656"
"737A-10","USD","737A-10-0","Term. Sto. Amaro","0","81270"
"737A-10","USD","737A-10-1","Term. Jd. âNgela","1","81271"
"7411-10","U__","7411-10-0","Pça. Da Sé","0","54211"
"7458-10","USD","7458-10-0","Term. Vl. Sônia","0","81811"
"7458-10","USD","7458-10-1","Jd. Boa Vista","1","81812"
"745M-10","USD","745M-10-0","Shop. Sp Market","0","79846"
"745M-10","USD","745M-10-1","Campo Limpo","1","79847"
"745M-21","U__","745M-21-0","Pq. Figueira Grande","0","79089"
"746C-10","USD","746C-10-0","Sto. Amaro","0","81657"
"746C-10","USD","746C-10-1","Jd. Taboão","1","81658"
"746H-10","USD","746H-10-0","Sto. Amaro","0","65303"
"746H-10","USD","746H-10-1","Jd. Jaqueline","1","65304"
"746K-10","USD","746K-10-0","Campo Belo","0","72818"
"746P-10","USD","746P-10-0","Sto. Amaro","0","72886"
"746P-10","USD","746P-10-1","Paraisópolis","1","81536"
"746R-10","USD","746R-10-0","Sto. Amaro","0","61692"
"746V-10","USD","746V-10-0","Hosp. Campo Limpo","0","79088"
"748A-10","USD","748A-10-0","Lapa","0","70624"
"748A-10","USD","748A-10-1","Jd. D'abril","1","61327"
"748A-41","US_","748A-41-0","Lapa","0","70625"
"748A-41","US_","748A-41-1","Jd. Peri Peri","1","58151"
"748R-10","USD","748R-10-0","Metrô Barra Funda","0","63948"
"748R-10","USD","748R-10-1","Jd. João Xxiii","1","63949"
"7545-10","USD","7545-10-0","Pça. Ramos De Azevedo","0","71827"
"7545-10","USD","7545-10-1","Jd. João Xxiii","1","71828"
"7550-10","U__","7550-10-0","Metrô Sta. Cecília","0","81224"
"7550-10","U__","7550-10-1","Term. Sto. Amaro","1","82333"
"756A-10","USD","756A-10-0","Term. áGua Espraiada","0","79411"
"756A-10","USD","756A-10-1","Jd. Paulo Vi","1","79412"
"771P-10","USD","771P-10-0","Term. Pinheiros","0","70665"
"7725-10","U__","7725-10-0","Term. Lapa","0","81586"
"7725-10","U__","7725-10-1","Rio Pequeno","1","81587"
"775A-10","USD","775A-10-0","Pinheiros","0","71316"
"775F-10","USD","775F-10-0","Hosp. Das Clínicas","0","82402"
"775F-10","USD","775F-10-1","Jd. Das Palmas","1","82564"
"775F-31","USD","775F-31-0","Pq. Do Povo","0","82565"
"775N-10","USD","775N-10-0","Metrô Vl. Madalena","0","81843"
"775N-10","USD","775N-10-1","Rio Pequeno","1","82554"
"775P-10","US_","775P-10-0","Metrô Ana Rosa","0","58541"
"775P-10","US_","775P-10-1","Jd. Guaraú","1","72967"
"775V-10","USD","775V-10-0","Itaim Bibi","0","63105"
"778J-10","USD","778J-10-0","Metrô Barra Funda","0","54786"
"778J-10","USD","778J-10-1","Jd. Arpoador","1","63102"
"778J-41","US_","778J-41-0","Metrô Barra Funda","0","82336"
"778J-41","US_","778J-41-1","Cohab Raposo Tavares","1","82337"
"778R-10","USD","778R-10-0","Term. Princ. Isabel","0","82338"
"778R-10","USD","778R-10-1","Cohab Raposo Tavares","1","82339"
"7903-10","USD","7903-10-0","Pça. Ramos De Azevedo","0","79426"
"8000-1","USD","8000-1-0","Pça. Ramos De Azevedo","0","70234"
"8000-1","USD","8000-1-1","Term. Lapa","1","70235"
"8000-10","US_","8000-10-0","Pça. Ramos De Azevedo","0","70236"
"8000-10","US_","8000-10-1","Term. Lapa","1","70237"
"8001-10","USD","8001-10-0","Term. Lapa","0","52842"
"8001-10","USD","8001-10-1","Vl. Piauí","1","52843"
"8002-10","USD","8002-10-0","Term. Lapa","0","81584"
"8002-10","USD","8002-10-1","Term. Pirituba","1","81585"
"8003-10","US_","8003-10-0","Term. Lapa","0","53052"
"8003-10","US_","8003-10-1","Remédios","1","53053"
"8004-10","USD","8004-10-0","Term. Lapa","0","81475"
"8004-10","USD","8004-10-1","Sta. Mônica","1","81476"
"8006-10","USD","8006-10-0","Term. Pirituba","0","81645"
"8006-10","USD","8006-10-1","Jd. Donária","1","81646"
"8007-10","USD","8007-10-0","Term. Pirituba","0","81647"
"8007-10","USD","8007-10-1","Hab. Turística","1","81648"
"8008-10","USD","8008-10-0","Term. Pirituba","0","80356"
"8008-10","USD","8008-10-1","Sta. Mônica","1","80357"
"8009-10","USD","8009-10-0","Term. Pirituba","0","81651"
"8009-10","USD","8009-10-1","Cid. D'abril 3ª Gleba","1","81652"
"8009-31","USD","8009-31-0","Term. Pirituba","0","81653"
"8009-31","USD","8009-31-1","Cid. D'abril 3ª Gleba","1","81654"
"8010-10","USD","8010-10-0","Lapa","0","78565"
"8010-10","USD","8010-10-1","Perus","1","79707"
"8010-21","U__","8010-21-0","Sítio Botuquara","0","79844"
"8012-10","USD","8012-10-0","Cid. Universitária","0","78452"
"8012-10","USD","8012-10-1","Metrô Butantã","1","78319"
"8013-10","USD","8013-10-0","Lapa","0","81075"
"8013-10","USD","8013-10-1","Term. Jd. Britania","1","81076"
"8013-41","USD","8013-41-0","Jd. Paineiras","0","81077"
"8014-10","USD","8014-10-0","Perus","0","81667"
"8015-10","USD","8015-10-0","Term. Pirituba","0","81668"
"8015-10","USD","8015-10-1","Cem. De Perus","1","81669"
"8015-21","U__","8015-21-0","Cptm Perus","0","81676"
"8016-10","USD","8016-10-0","Term. Pirituba","0","71223"
"8016-10","USD","8016-10-1","Jd. Rincão","1","80028"
"8017-10","USD","8017-10-0","Term. Pirituba","0","79712"
"8017-10","USD","8017-10-1","Cptm Vl. Aurora","1","81714"
"8017-21","U__","8017-21-0","Cptm Vl. Aurora","0","79678"
"8018-10","USD","8018-10-0","Metrô Morumbi","0","72930"
"8019-10","US_","8019-10-0","Metrô Butantã","0","73020"
"8019-31","USD","8019-31-0","Term. Vl. Sônia","0","82045"
"8019-31","USD","8019-31-1","Pq. Continental","1","82046"
"8020-10","US_","8020-10-0","Shop. Morumbi","0","80935"
"8021-10","U__","8021-10-0","Butantã","0","52913"
"8022-10","USD","8022-10-0","Cid. Universitária","0","80204"
"8022-10","USD","8022-10-1","Metrô Butantã","1","80205"
"8023-10","USD","8023-10-0","Term. Vl. Sônia","0","75508"
"8023-10","USD","8023-10-1","Cdhu Munck","1","75509"
"8025-10","USD","8025-10-0","Term. Vl. Sônia","0","82559"
"8025-10","USD","8025-10-1","Jd. Rosa Maria","1","79627"
"8026-10","USD","8026-10-0","Term. Vl. Sônia","0","75525"
"8026-10","USD","8026-10-1","Jd. Ingá","1","77794"
"8027-10","USD","8027-10-0","Butantã","0","64351"
"8028-10","USD","8028-10-0","Metrô Morumbi","0","79461"
"8028-10","USD","8028-10-1","Paraisópolis","1","81539"
"8029-10","USD","8029-10-0","Term. Morumbi","0","69554"
"8029-10","USD","8029-10-1","Shop. Portal","1","70073"
"8030-10","USD","8030-10-0","Term. Vl. Sônia","0","79688"
"8030-10","USD","8030-10-1","Paraisópolis","1","81540"
"8032-10","U__","8032-10-0","Cid. Universitária","0","82283"
"8038-10","USD","8038-10-0","Lapa","0","64084"
"8038-10","USD","8038-10-1","Pq. Continental","1","64081"
"8040-10","USD","8040-10-0","Term. Lapa","0","71344"
"8040-10","USD","8040-10-1","Sol Nascente","1","71345"
"8043-10","US_","8043-10-0","Lapa","0","72939"
"8043-10","US_","8043-10-1","Hab. Turística","1","72940"
"8047-10","USD","8047-10-0","Lapa","0","69218"
"8047-10","USD","8047-10-1","Jaraguá","1","69219"
"8047-41","US_","8047-41-0","Metrô Vl. Madalena","0","57702"
"8047-41","US_","8047-41-1","Jaraguá","1","71840"
"8047-51","U__","8047-51-0","Lapa","0","68358"
"8050-10","USD","8050-10-0","Lapa","0","68348"
"8050-10","USD","8050-10-1","Pq. Morro Doce","1","68349"
"8050-21","U__","8050-21-0","Lapa","0","68347"
"8050-31","US_","8050-31-0","Lapa","0","68350"
"8050-31","US_","8050-31-1","Pq. Morro Doce","1","68351"
"8055-10","USD","8055-10-0","Lapa","0","81673"
"8055-10","USD","8055-10-1","Perus","1","69225"
"8055-51","USD","8055-51-0","Metrô Barra Funda","0","58935"
"8055-51","USD","8055-51-1","Perus","1","58936"
"805L-10","USD","805L-10-0","Aclimação","0","68435"
"8060-10","USD","8060-10-0","Term. Lapa","0","71348"
"8060-10","USD","8060-10-1","Vl. Piauí","1","71349"
"8062-10","USD","8062-10-0","Lapa","0","81973"
"8065-10","US_","8065-10-0","Lapa","0","81950"
"8065-10","US_","8065-10-1","Vl. Clarice","1","81951"
"8072-10","USD","8072-10-0","Metrô Morumbi","0","79462"
"8072-10","USD","8072-10-1","Pq. Ipê","1","79469"
"8073-10","USD","8073-10-0","Term. Vl. Sônia","0","75514"
"8073-10","USD","8073-10-1","Jd. Guaraú","1","82495"
"8075-10","U__","8075-10-0","Metrô Butantã","0","79622"
"8075-10","U__","8075-10-1","Term. Campo Limpo","1","79618"
"8075-21","USD","8075-21-0","Term. Vl. Sônia","0","82021"
"8075-21","USD","8075-21-1","Term. Campo Limpo","1","82022"
"8077-10","U__","8077-10-0","Term. Vl. Sônia","0","75521"
"8077-10","U__","8077-10-1","Jd. João Xxiii","1","75522"
"8078-10","USD","8078-10-0","Hosp. Campo Limpo","0","82566"
"807A-10","USD","807A-10-0","Term. Sto. Amaro","0","81204"
